sector_id,ranking,municipio,coordinacion,colonias,clasificacion,latitud,longitud,indice_ceguera,indice_violencia,eventos_hd,llamadas_violentas,dist_base_km,personal_3km,limitrofe,diagnostico
SEC-963_-4979,219,METEPEC,VALLE TOLUCA,,DESATENDIDO,19.27,-99.57,48.7,18.0,0,11,3.41,0,Sí,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-970_-4953,220,NEZAHUALCOYOTL,ORIENTE,JUÁREZ PANTITLÁN,MIXTO,19.41,-99.05,48.5,56.5,1,27,1.51,157,No,Cobertura intermedia: verificar recorridos y tiempos de respuesta en el cuadrante.
SEC-969_-4965,221,HUIXQUILUCAN,METROPOLITANA,,MIXTO,19.39,-99.29,48.4,30.5,0,15,2.08,43,No,Cobertura intermedia: verificar recorridos y tiempos de respuesta en el cuadrante.
SEC-986_-4955,222,NEXTLALPAN,ECATEPEC,AGUILUCHOS,DESATENDIDO,19.73,-99.09,48.4,15.5,1,3,4.25,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-984_-4951,223,TECAMAC,ECATEPEC,,DESATENDIDO,19.69,-99.01,48.0,17.0,0,9,3.65,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-978_-4985,224,JIQUIPILCO,ATLACOMULCO,SANTA CRUZ TEPEXPAN,DESATENDIDO,19.57,-99.69,48.0,12.0,1,1,7.25,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-996_-4950,225,HUEYPOXTLA,ECATEPEC,SAN FRANCISCO ZACACALCO,DESATENDIDO,19.93,-98.99,48.0,12.0,1,1,18.17,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-994_-4944,226,TEMASCALAPA,ORIENTE,IXTLAHUACA DE CUAHTÉMOC,DESATENDIDO,19.89,-98.87,48.0,12.0,1,1,18.24,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-977_-4981,227,JIQUIPILCO,ATLACOMULCO,,DESATENDIDO,19.55,-99.61,48.0,12.0,0,7,13.66,0,Sí,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-970_-4975,228,XONACATLAN,VALLE TOLUCA,,DESATENDIDO,19.41,-99.49,48.0,12.0,0,7,9.83,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-983_-4950,229,TECAMAC,ECATEPEC,SANTA MARÍA OZUMBILLA,MIXTO,19.67,-98.99,47.7,48.0,1,10,1.72,131,No,Cobertura intermedia: verificar recorridos y tiempos de respuesta en el cuadrante.
SEC-961_-4982,230,METEPEC,VALLE TOLUCA,,MIXTO,19.23,-99.63,47.7,29.0,0,13,1.97,31,No,Cobertura intermedia: verificar recorridos y tiempos de respuesta en el cuadrante.
SEC-984_-4960,231,CUAUTITLAN IZCALLI,METROPOLITANA,"LA CAPILLA, SAN SEBATIAN XHALA",MIXTO,19.69,-99.19,47.7,27.0,2,4,2.85,56,Sí,Cobertura intermedia: verificar recorridos y tiempos de respuesta en el cuadrante.
SEC-992_-4962,232,HUEHUETOCA,ECATEPEC,CIUDAD SANTA TERESA VII,SATURADO,19.85,-99.23,47.6,34.5,1,13,1.0,13,No,"Hay base y personal a menos de 1.5 km y aun así concentra violencia: revisar efectividad y horarios del patrullaje existente, no sumar inmuebles."
SEC-976_-4962,233,TLALNEPANTLA,METROPOLITANA,,MIXTO,19.53,-99.23,47.3,47.0,0,21,1.65,122,Sí,Cobertura intermedia: verificar recorridos y tiempos de respuesta en el cuadrante.
SEC-978_-4959,234,TULTITLAN,METROPOLITANA,AMPLIACION SAN MARCOS,DESATENDIDO,19.57,-99.17,47.2,18.0,1,3,3.24,0,Sí,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-965_-4977,235,LERMA,VALLE TOLUCA,,DESATENDIDO,19.31,-99.53,46.8,18.0,0,9,3.2,0,Sí,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-982_-4969,236,NICOLAS ROMERO,METROPOLITANA,CAJA DE AGUA,DESATENDIDO,19.65,-99.37,46.7,12.0,1,1,5.78,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-967_-4980,237,TOLUCA,VALLE TOLUCA,,DESATENDIDO,19.35,-99.59,46.6,18.5,0,11,3.04,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-983_-4949,238,TECAMAC,ECATEPEC,SAN PABLO TECALCO,DESATENDIDO,19.67,-98.97,46.5,17.0,1,4,3.48,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-983_-4948,239,TECAMAC,ECATEPEC,,DESATENDIDO,19.67,-98.95,46.4,12.5,0,6,5.42,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-938_-4974,240,MALINALCO,IXTAPAN,SAN ANDRÉS NICOLÁS BRAVO,DESATENDIDO,18.77,-99.47,46.0,11.5,1,1,18.12,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-944_-5008,241,TEJUPILCO,IXTAPAN,MÉXICO SESENTA Y OCHO,DESATENDIDO,18.89,-100.15,46.0,11.5,1,1,29.9,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-974_-4980,242,TEMOAYA,VALLE TOLUCA,SAN PEDRO ABAJO I SECCIÓN (LOMA DE CARACOL),DESATENDIDO,19.49,-99.59,46.0,11.5,1,1,10.06,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-964_-4992,243,ZINACANTEPEC,VALLE TOLUCA,,DESATENDIDO,19.29,-99.83,46.0,11.5,0,7,8.52,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-976_-4959,244,TLALNEPANTLA,METROPOLITANA,SAN LUCAS PATONI,MIXTO,19.53,-99.17,45.7,61.5,1,23,2.05,259,No,Cobertura intermedia: verificar recorridos y tiempos de respuesta en el cuadrante.
SEC-971_-4949,245,CHIMALHUACAN,ORIENTE,BARRIO VIDRIEROS,MIXTO,19.43,-98.97,45.7,60.0,1,27,1.71,215,No,Cobertura intermedia: verificar recorridos y tiempos de respuesta en el cuadrante.
SEC-975_-4956,246,TLALNEPANTLA,METROPOLITANA,"IGNACIO ALLENDE, LOMAS DE SAN JUAN IXHUATEPEC",MIXTO,19.51,-99.11,45.7,30.5,2,7,1.67,34,No,Cobertura intermedia: verificar recorridos y tiempos de respuesta en el cuadrante.
SEC-969_-4983,247,TOLUCA,VALLE TOLUCA,,DESATENDIDO,19.39,-99.65,45.5,16.5,0,8,3.52,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-979_-4965,248,NICOLAS ROMERO,METROPOLITANA,,DESATENDIDO,19.59,-99.29,45.4,14.5,0,8,4.26,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-986_-4958,249,TEOLOYUCAN,METROPOLITANA,SAN BARTOLO,DESATENDIDO,19.73,-99.15,44.7,11.5,1,1,5.78,0,Sí,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-985_-4959,250,CUAUTITLAN,METROPOLITANA,SANTA MARÍA HUECATITLA,DESATENDIDO,19.71,-99.17,44.3,12.0,1,1,5.39,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-982_-4962,251,CUAUTITLAN IZCALLI,METROPOLITANA,,DESATENDIDO,19.65,-99.23,43.9,17.0,0,9,3.17,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-982_-4952,252,TECAMAC,ECATEPEC,LOS HÉROES OZUMBILLA,SATURADO,19.65,-99.03,43.8,44.0,1,12,0.72,55,No,"Hay base y personal a menos de 1.5 km y aun así concentra violencia: revisar efectividad y horarios del patrullaje existente, no sumar inmuebles."
SEC-954_-4943,253,JUCHITEPEC,CHALCO,,DESATENDIDO,19.09,-98.85,43.6,14.0,0,2,4.23,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-979_-4966,254,NICOLAS ROMERO,METROPOLITANA,,DESATENDIDO,19.59,-99.31,43.3,14.5,0,6,3.97,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-963_-4975,255,OCOYOACAC,VALLE TOLUCA,,DESATENDIDO,19.27,-99.49,43.1,11.5,0,7,5.49,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-980_-4951,256,ECATEPEC,ECATEPEC,"LA VELETA, NUEVA DIAZ ORDAZ",MIXTO,19.61,-99.01,42.8,58.0,2,18,1.57,213,No,Cobertura intermedia: verificar recorridos y tiempos de respuesta en el cuadrante.
SEC-980_-4946,257,TEZOYUCA,ORIENTE,BUENOS AIRES,MIXTO,19.61,-98.91,42.3,29.0,1,7,2.06,59,Sí,Cobertura intermedia: verificar recorridos y tiempos de respuesta en el cuadrante.
SEC-961_-4978,258,METEPEC,VALLE TOLUCA,,DESATENDIDO,19.23,-99.55,41.2,15.0,0,8,3.5,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-989_-4961,259,COYOTEPEC,ECATEPEC,PUEBLO NUEVO,DESATENDIDO,19.79,-99.21,41.2,13.5,1,2,4.11,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-969_-4966,260,HUIXQUILUCAN,METROPOLITANA,,DESATENDIDO,19.39,-99.31,41.1,14.5,0,8,3.66,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-975_-4954,261,ECATEPEC,ECATEPEC,"LAS VEGAS XALOSTOC, EMILIANO ZAPATA 2DA SECCIÓN, GRANJAS VALLE",SATURADO,19.51,-99.07,40.5,49.0,3,8,1.24,144,No,"Hay base y personal a menos de 1.5 km y aun así concentra violencia: revisar efectividad y horarios del patrullaje existente, no sumar inmuebles."
SEC-959_-4976,262,TIANGUISTENCO,VALLE TOLUCA,,DESATENDIDO,19.19,-99.51,40.5,11.5,0,6,5.04,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-974_-4953,263,ECATEPEC,ECATEPEC,,SATURADO,19.49,-99.05,40.4,68.0,0,35,0.34,145,Sí,"Hay base y personal a menos de 1.5 km y aun así concentra violencia: revisar efectividad y horarios del patrullaje existente, no sumar inmuebles."
SEC-965_-4980,264,TOLUCA,VALLE TOLUCA,,MIXTO,19.31,-99.59,40.4,21.0,0,12,2.87,40,No,Cobertura intermedia: verificar recorridos y tiempos de respuesta en el cuadrante.
SEC-967_-4984,265,TOLUCA,VALLE TOLUCA,,DESATENDIDO,19.35,-99.67,40.3,11.0,0,5,5.33,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-970_-4978,266,OTZOLOTEPEC,VALLE TOLUCA,,DESATENDIDO,19.41,-99.55,40.2,12.5,0,6,4.44,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-947_-4978,267,TENANCINGO,IXTAPAN,SAN MIGUEL TECOMATLÁN,DESATENDIDO,18.95,-99.55,40.2,12.0,1,1,4.69,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-998_-5002,268,TEMASCALCINGO,ATLACOMULCO,SAN JOSE SOLIS,DESATENDIDO,19.97,-100.03,40.2,11.5,1,1,4.99,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-975_-4963,269,NAUCALPAN,METROPOLITANA,SANTA CRUZ ACATLAN,MIXTO,19.51,-99.25,40.1,36.5,1,14,1.89,116,No,Cobertura intermedia: verificar recorridos y tiempos de respuesta en el cuadrante.
SEC-977_-4975,270,ISIDRO FABELA,METROPOLITANA,S/D,DESATENDIDO,19.55,-99.49,40.0,10.0,1,0,7.61,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-965_-4969,271,HUIXQUILUCAN,METROPOLITANA,MARQUESA,DESATENDIDO,19.31,-99.37,40.0,10.0,1,0,7.57,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-988_-4954,272,ZUMPANGO,ECATEPEC,SAN SEBASTIAN,DESATENDIDO,19.77,-99.07,40.0,10.0,1,0,6.43,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-971_-4991,273,ALMOLOYA,VALLE TOLUCA,SAN DIEGO,DESATENDIDO,19.43,-99.81,40.0,10.0,1,0,11.83,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-960_-4989,274,ZINACANTEPEC,VALLE TOLUCA,SAN JUAN DE LAS HUERTAS,DESATENDIDO,19.21,-99.77,40.0,10.0,1,0,7.8,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-966_-4930,275,IXTAPALUCA,CHALCO,AVILA CAMACHO,DESATENDIDO,19.33,-98.59,40.0,10.0,1,0,26.12,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-993_-4939,276,AXAPUSCO,ORIENTE,GUADALUPE RELINAS,DESATENDIDO,19.87,-98.77,40.0,10.0,1,0,17.55,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-947_-4941,277,ATLAUTLA,CHALCO,SAN ANDRES TLALAMAC,DESATENDIDO,18.95,-98.81,40.0,10.0,1,0,9.41,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-965_-5015,278,IXTAPAN DEL ORO,VALLE DE BRAVO,MIAHUATLÁN DE HIDALGO,DESATENDIDO,19.31,-100.29,40.0,10.0,1,0,15.25,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-984_-4948,279,TECAMAC,ECATEPEC,SANTA CRUZ,DESATENDIDO,19.69,-98.95,40.0,10.0,1,0,6.38,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-986_-4968,280,TEPOTZOTLAN,METROPOLITANA,SAN MIGUEL CAÑADAS,DESATENDIDO,19.73,-99.35,40.0,10.0,1,0,12.16,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-993_-4942,281,AXAPUSCO,ORIENTE,SAN ANTONIO COAYUCA,DESATENDIDO,19.87,-98.83,40.0,10.0,1,0,18.32,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-1009_-4989,282,POLOTITLAN,ATLACOMULCO,RUANO,DESATENDIDO,20.19,-99.77,40.0,10.0,1,0,6.03,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-949_-4946,283,HUEHUETOCA,ECATEPEC,SAN MIGUEL DE LOS JAGÜEYES,DESATENDIDO,18.99,-98.91,40.0,10.0,1,0,10.25,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-1013_-4995,284,POLOTITLAN,ATLACOMULCO,,DESATENDIDO,20.27,-99.89,40.0,10.0,1,0,9.34,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-941_-4973,285,MALINALCO,IXTAPAN,EL PLATANAR,DESATENDIDO,18.83,-99.45,40.0,10.0,1,0,11.19,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-989_-4936,286,NOPALTEPEC,ORIENTE,SAN FELIPE TEOTITLÁN,DESATENDIDO,19.79,-98.71,40.0,10.0,1,0,6.71,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-988_-4938,287,AXAPUSCO,ORIENTE,SAN NICOLAS TETEPANTLA,DESATENDIDO,19.77,-98.75,40.0,10.0,1,0,8.04,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-966_-4939,288,IXTAPALUCA,CHALCO,GENERAL MANUEL ÁVILA CAMACHO,DESATENDIDO,19.33,-98.77,40.0,10.0,1,0,9.25,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-983_-4976,289,VILLA DEL CARBON,ATLACOMULCO,SAN ISIDRO DEL BOSQUE,DESATENDIDO,19.67,-99.51,40.0,10.0,1,0,15.9,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-989_-4939,290,AXAPUSCO,ORIENTE,SANTO DOMINGO AZTACAMECA,DESATENDIDO,19.79,-98.77,40.0,10.0,1,0,10.35,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-960_-4948,291,LA PAZ,ORIENTE,VALLE DE LOS REYES,DESATENDIDO,19.21,-98.95,40.0,10.0,1,0,7.54,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-973_-4983,292,TOLUCA,VALLE TOLUCA,,DESATENDIDO,19.47,-99.65,40.0,10.0,0,4,7.98,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-977_-5008,293,SAN JOSE DEL RINCON,VALLE DE BRAVO,,DESATENDIDO,19.55,-100.15,40.0,10.0,0,3,11.19,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-972_-4994,294,ALMOLOYA,VALLE TOLUCA,,DESATENDIDO,19.45,-99.87,40.0,10.0,0,2,6.88,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-951_-4974,295,OCUILAN,IXTAPAN,,DESATENDIDO,19.03,-99.47,40.0,10.0,0,1,6.48,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-992_-4954,296,ZUMPANGO,ECATEPEC,LOS ROMEROS,DESATENDIDO,19.85,-99.07,39.8,10.0,1,0,5.96,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-977_-4962,297,ATIZAPAN,METROPOLITANA,AMPLIACION LOMAS DE SAN ANDRES ATENCO,SATURADO,19.55,-99.23,39.7,37.5,1,15,1.5,98,Sí,"Hay base y personal a menos de 1.5 km y aun así concentra violencia: revisar efectividad y horarios del patrullaje existente, no sumar inmuebles."
SEC-968_-4980,298,TOLUCA,VALLE TOLUCA,EJIDO DE LA Y SECCION 7,MIXTO,19.37,-99.59,39.6,29.5,1,11,1.58,50,No,Cobertura intermedia: verificar recorridos y tiempos de respuesta en el cuadrante.
SEC-990_-4958,299,ZUMPANGO,ECATEPEC,BARRIO SAN MIGUEL,DESATENDIDO,19.81,-99.15,39.5,13.0,1,1,4.07,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-985_-4948,300,TECAMAC,ECATEPEC,FRACCIONAMIENTO SANTA CRUZ,DESATENDIDO,19.71,-98.95,39.2,10.0,1,0,5.84,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-976_-4955,301,TLALNEPANTLA,METROPOLITANA,,SATURADO,19.53,-99.09,39.1,40.5,0,19,1.4,114,Sí,"Hay base y personal a menos de 1.5 km y aun así concentra violencia: revisar efectividad y horarios del patrullaje existente, no sumar inmuebles."
SEC-981_-4946,302,ACOLMAN,ECATEPEC,"SAN JUANICO, LAS BRISAS, SAN MATEO CHIPILTÉPEC",SATURADO,19.63,-98.91,39.1,33.0,3,1,0.69,20,No,"Hay base y personal a menos de 1.5 km y aun así concentra violencia: revisar efectividad y horarios del patrullaje existente, no sumar inmuebles."
SEC-980_-4948,303,TEZOYUCA,ORIENTE,,DESATENDIDO,19.61,-98.95,38.7,13.5,0,6,3.74,0,Sí,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-989_-4991,304,ATLACOMULCO,ATLACOMULCO,SAN PEDRO DEL ROSAL,DESATENDIDO,19.79,-99.81,38.7,12.0,1,1,4.46,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-983_-4946,305,TEOTIHUACAN,ORIENTE,SANTIAGO ATLATONGO,DESATENDIDO,19.67,-98.91,38.6,13.0,1,1,3.94,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-969_-4945,306,CHIMALHUACAN,ORIENTE,,DESATENDIDO,19.39,-98.89,38.4,11.0,0,2,4.99,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-1011_-4991,307,POLOTITLAN,ATLACOMULCO,"LA PURISIMA, EL ÁLAMO, PUEBLO NUEVO",SATURADO,20.23,-99.81,38.2,30.0,3,0,0.87,19,No,"Hay base y personal a menos de 1.5 km y aun así concentra violencia: revisar efectividad y horarios del patrullaje existente, no sumar inmuebles."
SEC-971_-4965,308,NAUCALPAN,METROPOLITANA,,MIXTO,19.43,-99.29,38.2,20.0,0,10,2.91,43,No,Cobertura intermedia: verificar recorridos y tiempos de respuesta en el cuadrante.
SEC-967_-4944,309,IXTAPALUCA,CHALCO,,DESATENDIDO,19.35,-98.87,38.1,11.0,0,6,4.92,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-984_-4958,310,CUAUTITLAN,METROPOLITANA,JOYAS DE CUAUTITLÁN,DESATENDIDO,19.69,-99.15,38.1,10.0,1,0,5.62,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-968_-4995,311,VALLE DE BRAVO,VALLE DE BRAVO,SANTA MARÍA AHUACATLÁN,DESATENDIDO,19.37,-99.89,38.1,10.0,1,0,5.61,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-959_-5007,312,VALLE DE BRAVO,VALLE DE BRAVO,,DESATENDIDO,19.19,-100.13,38.0,14.5,0,8,3.24,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-993_-5002,313,TEMASCALCINGO,ATLACOMULCO,,MIXTO,19.87,-100.03,38.0,9.5,0,3,7.15,0,No,Cobertura intermedia: verificar recorridos y tiempos de respuesta en el cuadrante.
SEC-982_-4950,314,ECATEPEC,ECATEPEC,CIUDAD CUAUHTEMOC,SATURADO,19.65,-98.99,37.9,41.0,1,13,1.46,131,Sí,"Hay base y personal a menos de 1.5 km y aun así concentra violencia: revisar efectividad y horarios del patrullaje existente, no sumar inmuebles."
SEC-982_-4959,315,TULTITLAN,METROPOLITANA,BUENAVISTA,MIXTO,19.65,-99.17,37.8,30.0,1,9,2.57,122,Sí,Cobertura intermedia: verificar recorridos y tiempos de respuesta en el cuadrante.
SEC-969_-4949,316,CHIMALHUACAN,ORIENTE,,MIXTO,19.39,-98.97,37.7,42.0,0,20,1.58,149,Sí,Cobertura intermedia: verificar recorridos y tiempos de respuesta en el cuadrante.
SEC-984_-4962,317,CUAUTITLAN IZCALLI,METROPOLITANA,COFRADÍA DE SAN MIGUEL I,MIXTO,19.69,-99.23,37.7,27.5,1,8,2.3,85,No,Cobertura intermedia: verificar recorridos y tiempos de respuesta en el cuadrante.
SEC-960_-4972,318,TIANGUISTENCO,VALLE TOLUCA,,MIXTO,19.21,-99.43,37.5,9.5,0,5,5.9,0,Sí,Cobertura intermedia: verificar recorridos y tiempos de respuesta en el cuadrante.
SEC-962_-4945,319,CHALCO,CHALCO,SAN SEBASTIAN,MIXTO,19.25,-98.89,37.4,32.5,1,5,2.02,112,No,Cobertura intermedia: verificar recorridos y tiempos de respuesta en el cuadrante.
SEC-974_-4952,320,ECATEPEC,ECATEPEC,EJÉRCITO DEL TRABAJO II,MIXTO,19.49,-99.03,37.3,38.0,1,14,1.86,145,Sí,Cobertura intermedia: verificar recorridos y tiempos de respuesta en el cuadrante.
SEC-987_-4961,321,TEOLOYUCAN,METROPOLITANA,SAN SEBASTIAN,SATURADO,19.75,-99.21,36.9,30.0,3,0,0.98,32,No,"Hay base y personal a menos de 1.5 km y aun así concentra violencia: revisar efectividad y horarios del patrullaje existente, no sumar inmuebles."
SEC-974_-4963,322,NAUCALPAN,METROPOLITANA,LOS ÁLAMOS,SATURADO,19.49,-99.25,36.8,38.0,1,14,0.78,65,No,"Hay base y personal a menos de 1.5 km y aun así concentra violencia: revisar efectividad y horarios del patrullaje existente, no sumar inmuebles."
SEC-971_-4945,323,CHICOLOAPAN,ORIENTE,REAL DE SAN VICENTE II,MIXTO,19.43,-98.89,36.8,25.0,1,9,2.01,54,Sí,Cobertura intermedia: verificar recorridos y tiempos de respuesta en el cuadrante.
SEC-963_-4981,324,METEPEC,VALLE TOLUCA,,MIXTO,19.27,-99.61,36.8,23.0,0,12,2.05,40,Sí,Cobertura intermedia: verificar recorridos y tiempos de respuesta en el cuadrante.
SEC-977_-4964,325,ATIZAPAN,METROPOLITANA,,SATURADO,19.55,-99.27,36.6,35.0,0,18,1.5,101,No,"Hay base y personal a menos de 1.5 km y aun así concentra violencia: revisar efectividad y horarios del patrullaje existente, no sumar inmuebles."
SEC-986_-4944,326,SAN MARTIN DE LAS PIRAMIDES,ORIENTE,IXTLAHUACA,DESATENDIDO,19.73,-98.87,36.5,12.0,1,1,4.09,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-988_-4936,327,NOPALTEPEC,ORIENTE,,DESATENDIDO,19.77,-98.71,36.5,10.0,0,1,5.31,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-948_-4977,328,TENANCINGO,IXTAPAN,,DESATENDIDO,18.97,-99.53,36.1,11.5,0,5,4.29,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-966_-4946,329,IXTAPALUCA,CHALCO,"GUADALUPANA, NUEVA INDEPENDENCIA",MIXTO,19.33,-98.91,36.0,31.5,2,7,1.58,85,No,Cobertura intermedia: verificar recorridos y tiempos de respuesta en el cuadrante.
SEC-977_-4958,330,TLALNEPANTLA,METROPOLITANA,,DESATENDIDO,19.55,-99.15,36.0,10.5,0,6,4.85,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-962_-4990,331,ZINACANTEPEC,VALLE TOLUCA,SAN ANTONIO ACAHUALCO,DESATENDIDO,19.25,-99.79,36.0,10.0,1,0,5.2,0,No,Violencia registrada sin despliegue a distancia útil: procede extender cobertura o reasignar cuadrante.
SEC-959_-4971,332,XALATLACO,VALLE TOLUCA,,MIXTO,19.19,-99.41,36.0,9.0,0,6,6.37,0,No,Cobertura intermedia: verificar recorridos y tiempos de respuesta en el cuadrante.
SEC-981_-4951,333,ECATEPEC,ECATEPEC,SANTA,SATURADO,19.63,-99.01,35.9,30.5,1,11,1.35,64,Sí,"Hay base y personal a menos de 1.5 km y aun así concentra violencia: revisar efectividad y horarios del patrullaje existente, no sumar inmuebles."
